Category;Asset_ID;Name;Filename;Size;Format;Transparent;Tags;Variant/Rarity;Description;Prompt;Negative_Prompt;Priority;Status;Notes
Item Icon;combustion_chamber;Brennkammer;combustion_chamber.png;128x128 / 256x256;PNG alpha;Yes;fire,mechanical,modifier;Uncommon;Sealed metal vessel with glowing slot windows showing internal flames, brass control panel;steampunk item icon, Sealed metal vessel with glowing slot windows showing internal flames, brass control panel, brass and copper machinery, warm patina, dark amber rim lighting from upper right, hand-painted illustration in the style of warm action roguelike concept art (Bastion, Children of Morta), 3/4 perspective, transparent background, centered composition, no border, no text, clean silhouette readable at 32x32 px --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;floor: workshop
Item Icon;pressure_cannon;Druckkanone;pressure_cannon.png;128x128 / 256x256;PNG alpha;Yes;pressure,ranged,heavy;Rare;Long brass pressure cannon barrel with pneumatic breech, muzzle slightly heated and steaming;steampunk item icon, Long brass pressure cannon barrel with pneumatic breech, muzzle slightly heated and steaming, brass and copper machinery, warm patina, dark amber rim lighting from upper right, hand-painted illustration in the style of warm action roguelike concept art (Bastion, Children of Morta), 3/4 perspective, transparent background, centered composition, no border, no text, clean silhouette readable at 32x32 px --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;floor: foundation
Item Icon;boil_burst;Kochsalve;boil_burst.png;128x128 / 256x256;PNG alpha;Yes;steam,fire;Uncommon;Bursting steam kettle mid-explosion, scalding water and steam erupting from a split seam;steampunk item icon, Bursting steam kettle mid-explosion, scalding water and steam erupting from a split seam, brass and copper machinery, warm patina, dark amber rim lighting from upper right, hand-painted illustration in the style of warm action roguelike concept art (Bastion, Children of Morta), 3/4 perspective, transparent background, centered composition, no border, no text, clean silhouette readable at 32x32 px --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;floor: workshop
Item Icon;wind_mill;Windmühle;wind_mill.png;128x128 / 256x256;PNG alpha;Yes;mechanical,support,sync;Uncommon;Vertical-axis brass windmill mechanism with three curved sails and small generator at base;steampunk item icon, Vertical-axis brass windmill mechanism with three curved sails and small generator at base, brass and copper machinery, warm patina, dark amber rim lighting from upper right, hand-painted illustration in the style of warm action roguelike concept art (Bastion, Children of Morta), 3/4 perspective, transparent background, centered composition, no border, no text, clean silhouette readable at 32x32 px --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;floor: pinnacle
Item Icon;spring_trap;Federfalle;spring_trap.png;128x128 / 256x256;PNG alpha;Yes;mechanical,reactive;Uncommon;Tense steel coil spring locked between two brass clamps, dangerous and primed-looking;steampunk item icon, Tense steel coil spring locked between two brass clamps, dangerous and primed-looking, brass and copper machinery, warm patina, dark amber rim lighting from upper right, hand-painted illustration in the style of warm action roguelike concept art (Bastion, Children of Morta), 3/4 perspective, transparent background, centered composition, no border, no text, clean silhouette readable at 32x32 px --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;floor: pinnacle
Item Icon;copper_coil;Kupferspule;copper_coil.png;128x128 / 256x256;PNG alpha;Yes;precision,reactive;Uncommon;Tightly wound copper wire around an iron core, faint electric arc dancing across the wires;steampunk item icon, Tightly wound copper wire around an iron core, faint electric arc dancing across the wires, brass and copper machinery, warm patina, dark amber rim lighting from upper right, hand-painted illustration in the style of warm action roguelike concept art (Bastion, Children of Morta), 3/4 perspective, transparent background, centered composition, no border, no text, clean silhouette readable at 32x32 px --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;floor: workshop
Item Icon;storm_lance;Sturm-Lanze;storm_lance.png;128x128 / 256x256;PNG alpha;Yes;fire,precision,sharp;Rare;Long brass staff with crackling electrical tip, miniature lightning discharges around the head;steampunk item icon, Long brass staff with crackling electrical tip, miniature lightning discharges around the head, brass and copper machinery, warm patina, dark amber rim lighting from upper right, hand-painted illustration in the style of warm action roguelike concept art (Bastion, Children of Morta), 3/4 perspective, transparent background, centered composition, no border, no text, clean silhouette readable at 32x32 px --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;floor: pinnacle
Item Icon;resonance_crystal;Resonanzkristall;resonance_crystal.png;128x128 / 256x256;PNG alpha;Yes;mechanical,modifier;Rare;Cut crystal in a brass cradle mount, pulsing inner light, subtle visual hum;steampunk item icon, Cut crystal in a brass cradle mount, pulsing inner light, subtle visual hum, brass and copper machinery, warm patina, dark amber rim lighting from upper right, hand-painted illustration in the style of warm action roguelike concept art (Bastion, Children of Morta), 3/4 perspective, transparent background, centered composition, no border, no text, clean silhouette readable at 32x32 px --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;floor: workshop
Item Icon;iron_claw;Eisenklaue;iron_claw.png;128x128 / 256x256;PNG alpha;Yes;blunt,heavy;Uncommon;Mechanical three-finger gripping claw with hydraulic actuator, oil dripping from joints;steampunk item icon, Mechanical three-finger gripping claw with hydraulic actuator, oil dripping from joints, brass and copper machinery, warm patina, dark amber rim lighting from upper right, hand-painted illustration in the style of warm action roguelike concept art (Bastion, Children of Morta), 3/4 perspective, transparent background, centered composition, no border, no text, clean silhouette readable at 32x32 px --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;floor: foundation
Item Icon;ice_drill;Eisbohrer;ice_drill.png;128x128 / 256x256;PNG alpha;Yes;sharp,precision,mechanical;Rare;Spiraling auger drill with brass cooling fins, surface frosted with crystalline ice;steampunk item icon, Spiraling auger drill with brass cooling fins, surface frosted with crystalline ice, brass and copper machinery, warm patina, dark amber rim lighting from upper right, hand-painted illustration in the style of warm action roguelike concept art (Bastion, Children of Morta), 3/4 perspective, transparent background, centered composition, no border, no text, clean silhouette readable at 32x32 px --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;floor: pinnacle
Item Icon;vacuum_tube;Vakuumröhre;vacuum_tube.png;128x128 / 256x256;PNG alpha;Yes;precision,modifier;Uncommon;Glass tube with glowing filament wires inside, brass base socket, warm amber inner glow;steampunk item icon, Glass tube with glowing filament wires inside, brass base socket, warm amber inner glow, brass and copper machinery, warm patina, dark amber rim lighting from upper right, hand-painted illustration in the style of warm action roguelike concept art (Bastion, Children of Morta), 3/4 perspective, transparent background, centered composition, no border, no text, clean silhouette readable at 32x32 px --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;floor: workshop
Item Icon;belt_drive;Riemenantrieb;belt_drive.png;128x128 / 256x256;PNG alpha;Yes;mechanical,sync,support;Uncommon;Two brass belt pulleys connected by a worn leather drive belt, driving small tools;steampunk item icon, Two brass belt pulleys connected by a worn leather drive belt, driving small tools, brass and copper machinery, warm patina, dark amber rim lighting from upper right, hand-painted illustration in the style of warm action roguelike concept art (Bastion, Children of Morta), 3/4 perspective, transparent background, centered composition, no border, no text, clean silhouette readable at 32x32 px --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;floor: workshop
Item Icon;shock_absorber;Stoßdämpfer;shock_absorber.png;128x128 / 256x256;PNG alpha;Yes;reactive,support,heavy;Uncommon;Heavy hydraulic cylinder with external spring coil and brass mounting brackets;steampunk item icon, Heavy hydraulic cylinder with external spring coil and brass mounting brackets, brass and copper machinery, warm patina, dark amber rim lighting from upper right, hand-painted illustration in the style of warm action roguelike concept art (Bastion, Children of Morta), 3/4 perspective, transparent background, centered composition, no border, no text, clean silhouette readable at 32x32 px --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;floor: foundation
Item Icon;resonance_hammer;Resonanzhammer;resonance_hammer.png;128x128 / 256x256;PNG alpha;Yes;blunt,modifier,mechanical;Rare;Hammer with embedded crystal in the head, faint blue veins of energy across the metal;steampunk item icon, Hammer with embedded crystal in the head, faint blue veins of energy across the metal, brass and copper machinery, warm patina, dark amber rim lighting from upper right, hand-painted illustration in the style of warm action roguelike concept art (Bastion, Children of Morta), 3/4 perspective, transparent background, centered composition, no border, no text, clean silhouette readable at 32x32 px --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;floor: foundation
Item Icon;hydro_pump;Hydropumpe;hydro_pump.png;128x128 / 256x256;PNG alpha;Yes;steam,support,mechanical;Uncommon;Piston-driven water pump with pressure indicator, small water outlet dribbling;steampunk item icon, Piston-driven water pump with pressure indicator, small water outlet dribbling, brass and copper machinery, warm patina, dark amber rim lighting from upper right, hand-painted illustration in the style of warm action roguelike concept art (Bastion, Children of Morta), 3/4 perspective, transparent background, centered composition, no border, no text, clean silhouette readable at 32x32 px --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;floor: workshop
Item Icon;spinneret;Spindel;spinneret.png;128x128 / 256x256;PNG alpha;Yes;precision,mechanical;Uncommon;Rapidly rotating spinning apparatus with metallic threads being drawn from it;steampunk item icon, Rapidly rotating spinning apparatus with metallic threads being drawn from it, brass and copper machinery, warm patina, dark amber rim lighting from upper right, hand-painted illustration in the style of warm action roguelike concept art (Bastion, Children of Morta), 3/4 perspective, transparent background, centered composition, no border, no text, clean silhouette readable at 32x32 px --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;floor: workshop
Item Icon;spark_magazine;Funken-Magazin;spark_magazine.png;128x128 / 256x256;PNG alpha;Yes;fire,mechanical,ranged;Rare;Cylindrical magazine container holding spark-cartridges, rotating selector wheel mechanism;steampunk item icon, Cylindrical magazine container holding spark-cartridges, rotating selector wheel mechanism, brass and copper machinery, warm patina, dark amber rim lighting from upper right, hand-painted illustration in the style of warm action roguelike concept art (Bastion, Children of Morta), 3/4 perspective, transparent background, centered composition, no border, no text, clean silhouette readable at 32x32 px --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;floor: pinnacle
Item Icon;oil_canister;Schmieröl-Kanister;oil_canister.png;128x128 / 256x256;PNG alpha;Yes;mechanical,modifier,support;Uncommon;Bulging brass canister with screw cap, drip nozzle on the side, oily sheen on the surface;steampunk item icon, Bulging brass canister with screw cap, drip nozzle on the side, oily sheen on the surface, brass and copper machinery, warm patina, dark amber rim lighting from upper right, hand-painted illustration in the style of warm action roguelike concept art (Bastion, Children of Morta), 3/4 perspective, transparent background, centered composition, no border, no text, clean silhouette readable at 32x32 px --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;floor: workshop
Item Icon;head_lamp;Späher-Lampe;head_lamp.png;128x128 / 256x256;PNG alpha;Yes;scout,precision,modifier;Uncommon;Miner-style headlamp with twin brass lenses, warm light beam, leather headband visible;steampunk item icon, Miner-style headlamp with twin brass lenses, warm light beam, leather headband visible, brass and copper machinery, warm patina, dark amber rim lighting from upper right, hand-painted illustration in the style of warm action roguelike concept art (Bastion, Children of Morta), 3/4 perspective, transparent background, centered composition, no border, no text, clean silhouette readable at 32x32 px --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;floor: pinnacle
Item Icon;rotary_blade;Rotor-Klinge;rotary_blade.png;128x128 / 256x256;PNG alpha;Yes;blunt,mechanical;Common;Four-bladed steel rotor blade with central brass axle mechanism, motion-blurred;steampunk item icon, Four-bladed steel rotor blade with central brass axle mechanism, motion-blurred, brass and copper machinery, warm patina, dark amber rim lighting from upper right, hand-painted illustration in the style of warm action roguelike concept art (Bastion, Children of Morta), 3/4 perspective, transparent background, centered composition, no border, no text, clean silhouette readable at 32x32 px --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;floor: foundation
Item Icon;flintlock_pistol;Steinschloss-Pistole;flintlock_pistol.png;128x128 / 256x256;PNG alpha;Yes;fire,ranged,precision;Uncommon;Antique flintlock pistol with brass fittings, iron hammer cocked back, walnut grip;steampunk item icon, Antique flintlock pistol with brass fittings, iron hammer cocked back, walnut grip, brass and copper machinery, warm patina, dark amber rim lighting from upper right, hand-painted illustration in the style of warm action roguelike concept art (Bastion, Children of Morta), 3/4 perspective, transparent background, centered composition, no border, no text, clean silhouette readable at 32x32 px --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;floor: pinnacle
Item Icon;clockwork_bird;Uhrwerk-Vogel;clockwork_bird.png;128x128 / 256x256;PNG alpha;Yes;mechanical,scout;Common;Small brass mechanical bird with visible internal gears, sharp brass beak and steel claws;steampunk item icon, Small brass mechanical bird with visible internal gears, sharp brass beak and steel claws, brass and copper machinery, warm patina, dark amber rim lighting from upper right, hand-painted illustration in the style of warm action roguelike concept art (Bastion, Children of Morta), 3/4 perspective, transparent background, centered composition, no border, no text, clean silhouette readable at 32x32 px --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;floor: pinnacle
Item Icon;piston_engine;Kolbenmotor;piston_engine.png;128x128 / 256x256;PNG alpha;Yes;mechanical,heavy;Uncommon;Heavy vertical piston engine with cylinder head, connecting rod and flywheel;steampunk item icon, Heavy vertical piston engine with cylinder head, connecting rod and flywheel, brass and copper machinery, warm patina, dark amber rim lighting from upper right, hand-painted illustration in the style of warm action roguelike concept art (Bastion, Children of Morta), 3/4 perspective, transparent background, centered composition, no border, no text, clean silhouette readable at 32x32 px --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;floor: foundation
Item Icon;wrench_thrower;Schraubenschlüssel-Werfer;wrench_thrower.png;128x128 / 256x256;PNG alpha;Yes;mechanical,ranged;Common;Apparatus with rotating drum of wrenches and a spring-loaded throwing arm;steampunk item icon, Apparatus with rotating drum of wrenches and a spring-loaded throwing arm, brass and copper machinery, warm patina, dark amber rim lighting from upper right, hand-painted illustration in the style of warm action roguelike concept art (Bastion, Children of Morta), 3/4 perspective, transparent background, centered composition, no border, no text, clean silhouette readable at 32x32 px --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;floor: workshop
Item Icon;gear_grinder;Zahnrad-Reibe;gear_grinder.png;128x128 / 256x256;PNG alpha;Yes;blunt,mechanical;Common;Two counter-rotating coarse-toothed gears with a constant shower of sparks between them;steampunk item icon, Two counter-rotating coarse-toothed gears with a constant shower of sparks between them, brass and copper machinery, warm patina, dark amber rim lighting from upper right, hand-painted illustration in the style of warm action roguelike concept art (Bastion, Children of Morta), 3/4 perspective, transparent background, centered composition, no border, no text, clean silhouette readable at 32x32 px --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;floor: foundation
Item Icon;flame_lance;Flammenlanze;flame_lance.png;128x128 / 256x256;PNG alpha;Yes;fire,heavy,ranged;Rare;Long brass pipe with flamethrower nozzle, fuel tank attached at the back, jet of flame from tip;steampunk item icon, Long brass pipe with flamethrower nozzle, fuel tank attached at the back, jet of flame from tip, brass and copper machinery, warm patina, dark amber rim lighting from upper right, hand-painted illustration in the style of warm action roguelike concept art (Bastion, Children of Morta), 3/4 perspective, transparent background, centered composition, no border, no text, clean silhouette readable at 32x32 px --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;floor: pinnacle
Item Icon;steam_whistle;Dampfpfeife;steam_whistle.png;128x128 / 256x256;PNG alpha;Yes;steam,support;Uncommon;Classic locomotive-style steam whistle on a brass pedestal, jet of steam venting upward;steampunk item icon, Classic locomotive-style steam whistle on a brass pedestal, jet of steam venting upward, brass and copper machinery, warm patina, dark amber rim lighting from upper right, hand-painted illustration in the style of warm action roguelike concept art (Bastion, Children of Morta), 3/4 perspective, transparent background, centered composition, no border, no text, clean silhouette readable at 32x32 px --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;floor: workshop
